audio_codec,audio_start_basis,audio_start_offset_from_video_s,audio_start_s,container_start_s,existing_wav_bytes,existing_wav_pcm_sha256,extraction_parameters,fresh_extraction_duration_s,fresh_extraction_pcm_sha256,fresh_vs_source_audio_duration_diff_s,full_video_audio_decode,sample_id,source_audio_channels,source_audio_duration_s,source_audio_rate_hz,source_video_audio_duration_gap_s,status,time_axis_rule,video_codec,video_duration_s,video_frame_rate,video_height,video_path,video_size_bytes,video_start_s,video_width,wav_channels,wav_duration_s,wav_matches_fresh_pcm,wav_path,wav_sample_rate_hz,wav_sample_width_bytes,wav_zero_maps_to_source_time_s,issues
aac,源音轨 start_time,0.0,0.0,0.0,128262,3f5254a4905e7930e7f4dbf815874c41f22b9df4e1ebc647334843795176c4e1,完整音轨；无 -ss、-t、atrim 或补齐；单声道、16 kHz、PCM16,4.00575,3f5254a4905e7930e7f4dbf815874c41f22b9df4e1ebc647334843795176c4e1,0.0002589999999997872,通过,-iRBcNs9oI8$_$7,2,4.006009,44100,0.09799100000000038,通过,wav_time + audio_start_s = source_media_time_s,h264,4.104,30000/1001,720,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\原始视频\-iRBcNs9oI8\7.mp4,980176,0.0,1280,1,4.00575,True,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\音频WAV\-iRBcNs9oI8$_$7.wav,16000,2,0.0,[]
aac,源音轨 start_time,0.0,0.0,0.0,90332,3af8d0d441d351b428bec934b9e63908a172b90f987710f92eca7e5064cfa594,完整音轨；无 -ss、-t、atrim 或补齐；单声道、16 kHz、PCM16,2.8204375,3af8d0d441d351b428bec934b9e63908a172b90f987710f92eca7e5064cfa594,0.0005604999999997418,通过,-iRBcNs9oI8$_$6,2,2.820998,44100,0.08200200000000013,通过,wav_time + audio_start_s = source_media_time_s,h264,2.903,30000/1001,720,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\原始视频\-iRBcNs9oI8\6.mp4,1286164,0.0,1280,1,2.8204375,True,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\音频WAV\-iRBcNs9oI8$_$6.wav,16000,2,0.0,[]
aac,源音轨 start_time,0.0,0.0,0.0,108046,9f5213406afdd7aba1cdbe5eb17d70ed35f7741ae9c6879fd5d0b60e97239579,完整音轨；无 -ss、-t、atrim 或补齐；单声道、16 kHz、PCM16,3.374,9f5213406afdd7aba1cdbe5eb17d70ed35f7741ae9c6879fd5d0b60e97239579,8.999999999925734e-06,通过,-iRBcNs9oI8$_$9,2,3.373991,44100,0.04200899999999974,通过,wav_time + audio_start_s = source_media_time_s,h264,3.416,30000/1001,720,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\原始视频\-iRBcNs9oI8\9.mp4,1084122,0.0,1280,1,3.374,True,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\音频WAV\-iRBcNs9oI8$_$9.wav,16000,2,0.0,[]
aac,源音轨 start_time,0.0,0.0,0.0,256910,c4fe46134392ffd780c21c0592c9c5f780391e89b65fba209986f1f7aa757177,完整音轨；无 -ss、-t、atrim 或补齐；单声道、16 kHz、PCM16,8.026,c4fe46134392ffd780c21c0592c9c5f780391e89b65fba209986f1f7aa757177,9.000000000369823e-06,通过,-iRBcNs9oI8$_$8,2,8.026009,44100,0.0669909999999998,通过,wav_time + audio_start_s = source_media_time_s,h264,8.093,30000/1001,720,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\原始视频\-iRBcNs9oI8\8.mp4,1166371,0.0,1280,1,8.026,True,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\音频WAV\-iRBcNs9oI8$_$8.wav,16000,2,0.0,[]
aac,源音轨 start_time,0.0,0.0,0.0,242308,c41fc54bbd248b984242d97d9270218ef6b5903343a38fb673e7165aedf31518,完整音轨；无 -ss、-t、atrim 或补齐；单声道、16 kHz、PCM16,7.5696875,c41fc54bbd248b984242d97d9270218ef6b5903343a38fb673e7165aedf31518,0.00031250000000060396,通过,-lzEya4AM_4$_$5,2,7.57,44100,0.10499999999999954,通过,wav_time + audio_start_s = source_media_time_s,h264,7.675,30/1,360,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\原始视频\-lzEya4AM_4\5.mp4,333185,0.0,470,1,7.5696875,True,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\音频WAV\-lzEya4AM_4$_$5.wav,16000,2,0.0,[]
aac,源音轨 start_time,0.0,0.0,0.0,471770,33488837969c3ad1b0d33f105999290f63ae5d131e611a03956183b5020aed92,完整音轨；无 -ss、-t、atrim 或补齐；单声道、16 kHz、PCM16,14.740375,33488837969c3ad1b0d33f105999290f63ae5d131e611a03956183b5020aed92,0.000622999999999152,通过,-lzEya4AM_4$_$6,2,14.740998,44100,0.050994000000001094,通过,wav_time + audio_start_s = source_media_time_s,h264,14.791992,30/1,360,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\原始视频\-lzEya4AM_4\6.mp4,1088736,0.0,470,1,14.740375,True,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\音频WAV\-lzEya4AM_4$_$6.wav,16000,2,0.0,[]
aac,源音轨 start_time,0.0,0.0,0.0,193806,768bcba83c6afa08c5fc816a2492ff6fed094eac85b7990735696bbabf4b13bf,完整音轨；无 -ss、-t、atrim 或补齐；单声道、16 kHz、PCM16,6.054,768bcba83c6afa08c5fc816a2492ff6fed094eac85b7990735696bbabf4b13bf,9.000000000369823e-06,通过,-mJ2ud6oKI8$_$1,2,6.053991,44100,0.04900899999999986,通过,wav_time + audio_start_s = source_media_time_s,h264,6.103,30000/1001,720,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\原始视频\-mJ2ud6oKI8\1.mp4,1040138,0.0,1280,1,6.054,True,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\音频WAV\-mJ2ud6oKI8$_$1.wav,16000,2,0.0,[]
aac,源音轨 start_time,0.0,0.0,0.0,182532,12077fdd5fc8c907c40b0ce5bec009f4f9f12fdfbef8ad31e678c8ec563d13e9,完整音轨；无 -ss、-t、atrim 或补齐；单声道、16 kHz、PCM16,5.7016875,12077fdd5fc8c907c40b0ce5bec009f4f9f12fdfbef8ad31e678c8ec563d13e9,0.00030749999999990507,通过,-mJ2ud6oKI8$_$2,2,5.701995,44100,0.029004999999999725,通过,wav_time + audio_start_s = source_media_time_s,h264,5.731,30000/1001,720,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\原始视频\-mJ2ud6oKI8\2.mp4,1471617,0.0,1280,1,5.7016875,True,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\音频WAV\-mJ2ud6oKI8$_$2.wav,16000,2,0.0,[]
aac,源音轨 start_time,0.0,0.0,0.0,71378,04c7a140a5c10df358e3d33230f35d9331c0ecb1e1e53f351dc483d58ab27903,完整音轨；无 -ss、-t、atrim 或补齐；单声道、16 kHz、PCM16,2.228125,04c7a140a5c10df358e3d33230f35d9331c0ecb1e1e53f351dc483d58ab27903,0.0008770000000000167,通过,-mJ2ud6oKI8$_$6,2,2.229002,44100,0.02799800000000019,通过,wav_time + audio_start_s = source_media_time_s,h264,2.257,30000/1001,720,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\原始视频\-mJ2ud6oKI8\6.mp4,562692,0.0,1280,1,2.228125,True,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\音频WAV\-mJ2ud6oKI8$_$6.wav,16000,2,0.0,[]
aac,源音轨 start_time,0.0,0.0,0.0,221158,a7156ac16646f8e5a0b368502738a3a8963f4f700dc63585e84beb31e6bef07e,完整音轨；无 -ss、-t、atrim 或补齐；单声道、16 kHz、PCM16,6.90875,a7156ac16646f8e5a0b368502738a3a8963f4f700dc63585e84beb31e6bef07e,0.0002519999999996969,通过,-mJ2ud6oKI8$_$9,2,6.909002,44100,0.12399800000000027,通过,wav_time + audio_start_s = source_media_time_s,h264,7.033,30000/1001,720,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\原始视频\-mJ2ud6oKI8\9.mp4,1788453,0.0,1280,1,6.90875,True,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\音频WAV\-mJ2ud6oKI8$_$9.wav,16000,2,0.0,[]
aac,源音轨 start_time,0.0,0.0,0.0,133562,6145a022438f69f6cd545998a78013b722e1879e73efee60d2d1468be1911dee,完整音轨；无 -ss、-t、atrim 或补齐；单声道、16 kHz、PCM16,4.171375,6145a022438f69f6cd545998a78013b722e1879e73efee60d2d1468be1911dee,0.0006199999999996209,通过,-mJ2ud6oKI8$_$8,2,4.171995,44100,0.020005000000000273,通过,wav_time + audio_start_s = source_media_time_s,h264,4.192,30000/1001,720,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\原始视频\-mJ2ud6oKI8\8.mp4,1578317,0.0,1280,1,4.171375,True,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\音频WAV\-mJ2ud6oKI8$_$8.wav,16000,2,0.0,[]
aac,源音轨 start_time,0.0,0.0,0.0,204398,5659ffd2638111cbe61e3cbe0f11145e87dbe41405e1542e24646c12cf6f90ce,完整音轨；无 -ss、-t、atrim 或补齐；单声道、16 kHz、PCM16,6.385,5659ffd2638111cbe61e3cbe0f11145e87dbe41405e1542e24646c12cf6f90ce,1.100000000064938e-05,通过,-mqbVkbCndg$_$0,2,6.385011,44100,0.08165599999999973,通过,wav_time + audio_start_s = source_media_time_s,h264,6.466667,30/1,720,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\原始视频\-mqbVkbCndg\0.mp4,517424,0.0,1280,1,6.385,True,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\音频WAV\-mqbVkbCndg$_$0.wav,16000,2,0.0,[]
aac,源音轨 start_time,0.0,0.0,0.0,180238,6f5dcf97a4a7cf017e398165958b4fdb75be013e449eff89b82c4b55d8b9277b,完整音轨；无 -ss、-t、atrim 或补齐；单声道、16 kHz、PCM16,5.63,6f5dcf97a4a7cf017e398165958b4fdb75be013e449eff89b82c4b55d8b9277b,0.0,通过,-t217m2on-s$_$2,2,5.63,44100,0.05600300000000047,通过,wav_time + audio_start_s = source_media_time_s,h264,5.686003,30/1,270,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\原始视频\-t217m2on-s\2.mp4,282834,0.0,480,1,5.63,True,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\音频WAV\-t217m2on-s$_$2.wav,16000,2,0.0,[]
aac,源音轨 start_time,0.0,0.0,0.0,544910,a0e5bb98cf111c717982f5200956f2a9000f35277b4bf7af788b9c845c27c8c1,完整音轨；无 -ss、-t、atrim 或补齐；单声道、16 kHz、PCM16,17.026,a0e5bb98cf111c717982f5200956f2a9000f35277b4bf7af788b9c845c27c8c1,8.999999998593466e-06,通过,-t217m2on-s$_$7,2,17.026009,44100,0.15699900000000255,通过,wav_time + audio_start_s = source_media_time_s,h264,17.183008,30/1,270,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\原始视频\-t217m2on-s\7.mp4,648501,0.0,480,1,17.026,True,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\音频WAV\-t217m2on-s$_$7.wav,16000,2,0.0,[]
aac,源音轨 start_time,0.0,0.0,0.0,211394,a0646abf493e407826afb4b5859fc68c31a67cd50ce542fe737c172d6127782c,完整音轨；无 -ss、-t、atrim 或补齐；单声道、16 kHz、PCM16,6.603625,a0646abf493e407826afb4b5859fc68c31a67cd50ce542fe737c172d6127782c,0.0003659999999996444,通过,-tANM6ETl_M$_$3,2,6.603991,44100,0.15401700000000051,通过,wav_time + audio_start_s = source_media_time_s,h264,6.758008,30/1,720,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\原始视频\-tANM6ETl_M\3.mp4,1547930,0.0,1280,1,6.603625,True,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\音频WAV\-tANM6ETl_M$_$3.wav,16000,2,0.0,[]
aac,源音轨 start_time,0.0,0.0,0.0,172174,3f16d2ee122ec5a0adda4398c8f76cc3551141da108249c41200099f7f52e03c,完整音轨；无 -ss、-t、atrim 或补齐；单声道、16 kHz、PCM16,5.378,3f16d2ee122ec5a0adda4398c8f76cc3551141da108249c41200099f7f52e03c,4.999999999810711e-06,通过,-tPCytz4rww$_$11,2,5.378005,44100,0.08898700000000037,通过,wav_time + audio_start_s = source_media_time_s,h264,5.466992,30/1,270,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\原始视频\-tPCytz4rww\11.mp4,361198,0.0,480,1,5.378,True,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\音频WAV\-tPCytz4rww$_$11.wav,16000,2,0.0,[]
aac,源音轨 start_time,0.0,0.0,0.0,149774,7a0ca608b6910dc63f2123b404cf3ffb5e7268567cd84ae201038f0cf497fa9b,完整音轨；无 -ss、-t、atrim 或补齐；单声道、16 kHz、PCM16,4.678,7a0ca608b6910dc63f2123b404cf3ffb5e7268567cd84ae201038f0cf497fa9b,4.999999999810711e-06,通过,-tPCytz4rww$_$10,2,4.678005,44100,0.11099200000000042,通过,wav_time + audio_start_s = source_media_time_s,h264,4.788997,30/1,270,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\原始视频\-tPCytz4rww\10.mp4,512248,0.0,480,1,4.678,True,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\音频WAV\-tPCytz4rww$_$10.wav,16000,2,0.0,[]
aac,源音轨 start_time,0.0,0.0,0.0,375630,9bf2c1c3b4970c5495043d03abf591b1ec2731b5ec37e5380bc16986a9d7d3c8,完整音轨；无 -ss、-t、atrim 或补齐；单声道、16 kHz、PCM16,11.736,9bf2c1c3b4970c5495043d03abf591b1ec2731b5ec37e5380bc16986a9d7d3c8,8.999999998593466e-06,通过,-tPCytz4rww$_$12,2,11.736009,44100,0.1279880000000002,通过,wav_time + audio_start_s = source_media_time_s,h264,11.863997,30/1,270,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\原始视频\-tPCytz4rww\12.mp4,831948,0.0,480,1,11.736,True,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\音频WAV\-tPCytz4rww$_$12.wav,16000,2,0.0,[]
aac,源音轨 start_time,0.0,0.0,0.0,228526,df1915a6b5cc339e7b5964cb6d76627162904b8d2d40bd0d13eaec974fd076be,完整音轨；无 -ss、-t、atrim 或补齐；单声道、16 kHz、PCM16,7.139,df1915a6b5cc339e7b5964cb6d76627162904b8d2d40bd0d13eaec974fd076be,1.9999999993913775e-06,通过,-tPCytz4rww$_$16,2,7.139002,44100,0.06698800000000027,通过,wav_time + audio_start_s = source_media_time_s,h264,7.20599,30/1,270,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\原始视频\-tPCytz4rww\16.mp4,550547,0.0,480,1,7.139,True,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\音频WAV\-tPCytz4rww$_$16.wav,16000,2,0.0,[]
aac,源音轨 start_time,0.0,0.0,0.0,210280,1f7179205d74184a3ea25b95ccfad3f0e56c498699638a0804acb52668ecb66c,完整音轨；无 -ss、-t、atrim 或补齐；单声道、16 kHz、PCM16,6.5688125,1f7179205d74184a3ea25b95ccfad3f0e56c498699638a0804acb52668ecb66c,0.00018950000000028666,通过,-tPCytz4rww$_$18,2,6.569002,44100,0.07598500000000019,通过,wav_time + audio_start_s = source_media_time_s,h264,6.644987,30/1,270,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\原始视频\-tPCytz4rww\18.mp4,625292,0.0,480,1,6.5688125,True,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\音频WAV\-tPCytz4rww$_$18.wav,16000,2,0.0,[]
aac,源音轨 start_time,0.0,0.0,0.0,289262,c87973661cf0b32ec013521bdeb798dd4635d462317a4f239beac8c5511de85b,完整音轨；无 -ss、-t、atrim 或补齐；单声道、16 kHz、PCM16,9.037,c87973661cf0b32ec013521bdeb798dd4635d462317a4f239beac8c5511de85b,6.9999999983139105e-06,通过,-vxjVxOeScU$_$4,2,9.037007,44100,0.09001100000000051,通过,wav_time + audio_start_s = source_media_time_s,h264,9.127018,30/1,360,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\原始视频\-vxjVxOeScU\4.mp4,431202,0.0,480,1,9.037,True,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\音频WAV\-vxjVxOeScU$_$4.wav,16000,2,0.0,[]
aac,源音轨 start_time,0.0,0.0,0.0,191296,99f9f2a78fb8c68b517987e76a3dbc7df418e4bca5aaf6f72a22b2b99ac71426,完整音轨；无 -ss、-t、atrim 或补齐；单声道、16 kHz、PCM16,5.9755625,99f9f2a78fb8c68b517987e76a3dbc7df418e4bca5aaf6f72a22b2b99ac71426,0.00044650000000068246,通过,-wMB_hJL-3o$_$7,2,5.976009,44100,0.06800099999999976,通过,wav_time + audio_start_s = source_media_time_s,h264,6.04401,30/1,360,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\原始视频\-wMB_hJL-3o\7.mp4,264692,0.0,480,1,5.9755625,True,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\音频WAV\-wMB_hJL-3o$_$7.wav,16000,2,0.0,[]
aac,源音轨 start_time,0.0,0.0,0.0,216910,5649755501297302060ddad1385f70d20c857454fa5f938f08492e6de083a91a,完整音轨；无 -ss、-t、atrim 或补齐；单声道、16 kHz、PCM16,6.776,5649755501297302060ddad1385f70d20c857454fa5f938f08492e6de083a91a,9.000000000369823e-06,通过,-wny0OAz3g8$_$1,2,6.776009,44100,0.06800099999999976,通过,wav_time + audio_start_s = source_media_time_s,h264,6.84401,30/1,720,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\原始视频\-wny0OAz3g8\1.mp4,1001717,0.0,1280,1,6.776,True,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\音频WAV\-wny0OAz3g8$_$1.wav,16000,2,0.0,[]
aac,源音轨 start_time,0.0,0.0,0.0,104846,cc0ec005cacf87bdfbc53414e6fc4a00f8cbb50cd9eb5d92a21b1f66fe1e0c72,完整音轨；无 -ss、-t、atrim 或补齐；单声道、16 kHz、PCM16,3.274,cc0ec005cacf87bdfbc53414e6fc4a00f8cbb50cd9eb5d92a21b1f66fe1e0c72,8.999999999925734e-06,通过,-wny0OAz3g8$_$0,2,3.273991,44100,0.059342000000000006,通过,wav_time + audio_start_s = source_media_time_s,h264,3.333333,30/1,720,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\原始视频\-wny0OAz3g8\0.mp4,458092,0.0,1280,1,3.274,True,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\音频WAV\-wny0OAz3g8$_$0.wav,16000,2,0.0,[]
aac,源音轨 start_time,0.0,0.0,0.0,195274,85526fc6db72f356ae5666c5050eb346c8f6221b9bc88a4e921e73b9d97c6595,完整音轨；无 -ss、-t、atrim 或补齐；单声道、16 kHz、PCM16,6.099875,85526fc6db72f356ae5666c5050eb346c8f6221b9bc88a4e921e73b9d97c6595,0.00012499999999970868,通过,-wny0OAz3g8$_$3,2,6.1,44100,0.046029000000000764,通过,wav_time + audio_start_s = source_media_time_s,h264,6.146029,30/1,720,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\原始视频\-wny0OAz3g8\3.mp4,1314050,0.0,1280,1,6.099875,True,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\音频WAV\-wny0OAz3g8$_$3.wav,16000,2,0.0,[]
aac,源音轨 start_time,0.0,0.0,0.0,208804,c7e49c42cbaa68d781258553070a9acd72e9227b142f9eef4a31ddbbda330d40,完整音轨；无 -ss、-t、atrim 或补齐；单声道、16 kHz、PCM16,6.5226875,c7e49c42cbaa68d781258553070a9acd72e9227b142f9eef4a31ddbbda330d40,0.0003054999999996255,通过,-wny0OAz3g8$_$2,2,6.522993,44100,0.1639860000000004,通过,wav_time + audio_start_s = source_media_time_s,h264,6.686979,30/1,720,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\原始视频\-wny0OAz3g8\2.mp4,1365442,0.0,1280,1,6.5226875,True,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\音频WAV\-wny0OAz3g8$_$2.wav,16000,2,0.0,[]
aac,源音轨 start_time,0.0,0.0,0.0,215790,10ba831bb236a6f0de5299f5180a27327ffd59fdf59f0e5811614a3a2f72a827,完整音轨；无 -ss、-t、atrim 或补齐；单声道、16 kHz、PCM16,6.741,10ba831bb236a6f0de5299f5180a27327ffd59fdf59f0e5811614a3a2f72a827,1.9999999993913775e-06,通过,-wny0OAz3g8$_$5,2,6.740998,44100,0.17098099999999938,通过,wav_time + audio_start_s = source_media_time_s,h264,6.911979,30/1,720,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\原始视频\-wny0OAz3g8\5.mp4,1349104,0.0,1280,1,6.741,True,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\音频WAV\-wny0OAz3g8$_$5.wav,16000,2,0.0,[]
aac,源音轨 start_time,0.0,0.0,0.0,253214,a513ab9b8a672e1a5112ce11bcf6e5e170bc726e95d84ada6cf09fd710637789,完整音轨；无 -ss、-t、atrim 或补齐；单声道、16 kHz、PCM16,7.9105,a513ab9b8a672e1a5112ce11bcf6e5e170bc726e95d84ada6cf09fd710637789,0.0004980000000003315,通过,-wny0OAz3g8$_$7,2,7.910998,44100,0.15697099999999953,通过,wav_time + audio_start_s = source_media_time_s,h264,8.067969,30/1,720,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\原始视频\-wny0OAz3g8\7.mp4,1016813,0.0,1280,1,7.9105,True,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\音频WAV\-wny0OAz3g8$_$7.wav,16000,2,0.0,[]
aac,源音轨 start_time,0.0,0.0,0.0,193454,18ead907bb13210ac91bf2215a061a5dc9ff103c4ae21e697c2655293205f29c,完整音轨；无 -ss、-t、atrim 或补齐；单声道、16 kHz、PCM16,6.043,18ead907bb13210ac91bf2215a061a5dc9ff103c4ae21e697c2655293205f29c,7.000000000090267e-06,通过,-wny0OAz3g8$_$9,2,6.042993,44100,0.1700280000000003,通过,wav_time + audio_start_s = source_media_time_s,h264,6.213021,30/1,720,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\原始视频\-wny0OAz3g8\9.mp4,1322886,0.0,1280,1,6.043,True,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\音频WAV\-wny0OAz3g8$_$9.wav,16000,2,0.0,[]
aac,源音轨 start_time,0.0,0.0,0.0,159822,2cadb941274541329a61cf0109628cc08083fcb60999713d8737589b068888cd,完整音轨；无 -ss、-t、atrim 或补齐；单声道、16 kHz、PCM16,4.992,2cadb941274541329a61cf0109628cc08083fcb60999713d8737589b068888cd,4.999999999810711e-06,通过,-571d8cVauQ$_$0,2,4.991995,44100,0.07467199999999963,通过,wav_time + audio_start_s = source_media_time_s,h264,5.066667,30/1,360,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\原始视频\-571d8cVauQ\0.mp4,259577,0.0,486,1,4.992,True,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\音频WAV\-571d8cVauQ$_$0.wav,16000,2,0.0,[]
aac,源音轨 start_time,0.0,0.0,0.0,483758,4355aa80113c7e5e109203e7f074fdb9d510bedf3ba59301578cebf2b844116a,完整音轨；无 -ss、-t、atrim 或补齐；单声道、16 kHz、PCM16,15.115,4355aa80113c7e5e109203e7f074fdb9d510bedf3ba59301578cebf2b844116a,1.100000000064938e-05,通过,-571d8cVauQ$_$5,2,15.115011,44100,0.15797099999999986,通过,wav_time + audio_start_s = source_media_time_s,h264,15.272982,30/1,360,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\原始视频\-571d8cVauQ\5.mp4,813771,0.0,486,1,15.115,True,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\音频WAV\-571d8cVauQ$_$5.wav,16000,2,0.0,[]
aac,源音轨 start_time,0.0,0.0,0.0,238286,f6c607d4059931b94380bf06731e7ebcf11e7558c99082ced9b535de2a1ca508,完整音轨；无 -ss、-t、atrim 或补齐；单声道、16 kHz、PCM16,7.444,f6c607d4059931b94380bf06731e7ebcf11e7558c99082ced9b535de2a1ca508,9.000000000369823e-06,通过,-I_e4mIh0yE$_$1,2,7.443991,44100,0.17801400000000012,通过,wav_time + audio_start_s = source_media_time_s,h264,7.622005,30/1,360,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\原始视频\-I_e4mIh0yE\1.mp4,487464,0.0,640,1,7.444,True,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\音频WAV\-I_e4mIh0yE$_$1.wav,16000,2,0.0,[]
aac,源音轨 start_time,0.0,0.0,0.0,287898,f281a5aa86a98ab1b0060caadcb56fdd2d5f48b6773e819ceaf7efadbbfd6228,完整音轨；无 -ss、-t、atrim 或补齐；单声道、16 kHz、PCM16,8.994375,f281a5aa86a98ab1b0060caadcb56fdd2d5f48b6773e819ceaf7efadbbfd6228,0.0006360000000000809,通过,-I_e4mIh0yE$_$3,2,8.995011,44100,0.16801000000000066,通过,wav_time + audio_start_s = source_media_time_s,h264,9.163021,30/1,360,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\原始视频\-I_e4mIh0yE\3.mp4,425914,0.0,640,1,8.994375,True,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\音频WAV\-I_e4mIh0yE$_$3.wav,16000,2,0.0,[]
aac,源音轨 start_time,0.0,0.0,0.0,231822,f4c54c414d2659c62492db8071d6293acf31d23809f76900313aebf5a77c2a84,完整音轨；无 -ss、-t、atrim 或补齐；单声道、16 kHz、PCM16,7.242,f4c54c414d2659c62492db8071d6293acf31d23809f76900313aebf5a77c2a84,4.999999999810711e-06,通过,-UacrmKiTn4$_$10,2,7.241995,44100,0.11998399999999965,通过,wav_time + audio_start_s = source_media_time_s,h264,7.361979,30/1,360,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\原始视频\-UacrmKiTn4\10.mp4,486491,0.0,470,1,7.242,True,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\音频WAV\-UacrmKiTn4$_$10.wav,16000,2,0.0,[]
aac,源音轨 start_time,0.0,0.0,0.0,149870,75552f5245cea4fb90ff33cc32e211f44711857bd370ccdd175a4e50e4918ac2,完整音轨；无 -ss、-t、atrim 或补齐；单声道、16 kHz、PCM16,4.681,75552f5245cea4fb90ff33cc32e211f44711857bd370ccdd175a4e50e4918ac2,2.000000000279556e-06,通过,-UacrmKiTn4$_$4,2,4.680998,44100,0.06001800000000035,通过,wav_time + audio_start_s = source_media_time_s,h264,4.741016,30/1,360,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\原始视频\-UacrmKiTn4\4.mp4,249701,0.0,470,1,4.681,True,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\音频WAV\-UacrmKiTn4$_$4.wav,16000,2,0.0,[]
aac,源音轨 start_time,0.0,0.0,0.0,233934,09774223154c6b23cef6298e22a9f0094a23e4a74fd51e68d561757718c18f31,完整音轨；无 -ss、-t、atrim 或补齐；单声道、16 kHz、PCM16,7.308,09774223154c6b23cef6298e22a9f0094a23e4a74fd51e68d561757718c18f31,4.999999999810711e-06,通过,-hnBHBN8p5A$_$7,2,7.308005,44100,0.06399500000000025,通过,wav_time + audio_start_s = source_media_time_s,h264,7.372,24000/1001,720,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\原始视频\-hnBHBN8p5A\7.mp4,1409433,0.0,1280,1,7.308,True,C:\Users\Administrator\Desktop\23华为杯\E.1\输入\音频WAV\-hnBHBN8p5A$_$7.wav,16000,2,0.0,[]
