sample_id,status,decoded_frame_count,sampled_frame_count,face_detected_frame_count,multi_face_frame_count,face_valid_frame_count,no_face_frame_count,small_single_face_frame_count,first_frame_time_source_s,last_frame_time_source_s,first_frame_time_wav_s,last_frame_time_wav_s,max_sampled_frame_gap_s,frames_after_reported_video_end_count,last_pts_minus_reported_video_end_s,video_start_s,audio_start_s,feature_file,feature_file_sha256,elapsed_s
-MeTTeMJBNc$_$13,passed,159,54,54,0,54,0,0,0.0,5.366666666666666,0.0,5.366666666666666,0.16666666666666607,0,-0.0633463333333335,0.0,0.0,结果/07_FaceLandmarker52/逐样本/-MeTTeMJBNc$_$13.npz,f232de5527bce7d9160ff3e6828edfbcdbeb488f6140882b76e003acc963bb14,0.54
-MeTTeMJBNc$_$7,passed,314,105,105,0,105,0,0,0.0,10.4,0.0,10.4,0.10000000000000142,0,-0.11699199999999976,0.0,0.0,结果/07_FaceLandmarker52/逐样本/-MeTTeMJBNc$_$7.npz,8caedc073a50b9c9bfcd9ee6efc0e881a26f00925df21495f39e11ccc77b915a,1.044
-RfYyzHpjk4$_$11,passed,154,52,52,0,52,0,0,0.0,5.2,0.0,5.2,0.20000000000000018,0,-0.03899700000000017,0.0,0.0,结果/07_FaceLandmarker52/逐样本/-RfYyzHpjk4$_$11.npz,7cebdb9b1258d1debbc0145d1219a97a0a17388576aee5cfc59fd1622dfcfaff,1.061
-RfYyzHpjk4$_$8,passed,137,46,46,0,46,0,0,0.0,4.5,0.0,4.5,0.10000000000000053,0,-0.08899699999999999,0.0,0.0,结果/07_FaceLandmarker52/逐样本/-RfYyzHpjk4$_$8.npz,a1d670bb63aafcb3bacfe6195b9fe30c32cf80e38f68d3aeeb3cada2f387cfe0,1.128
-RfYyzHpjk4$_$2,passed,164,55,48,0,48,7,0,0.0,5.4,0.0,5.4,0.10000000000000053,0,-0.11601599999999923,0.0,0.0,结果/07_FaceLandmarker52/逐样本/-RfYyzHpjk4$_$2.npz,1488cfa444d5c7b817cc3e4a5df9b99e3d412d8a22a391722a4482b0ea85f72b,0.85
-UUCSKoHeMA$_$0,passed,234,79,78,0,78,1,0,0.0,7.833333333333333,0.0,7.833333333333333,0.13333333333333286,1,0.033333333333333215,0.0,0.0,结果/07_FaceLandmarker52/逐样本/-UUCSKoHeMA$_$0.npz,ff2fc0b90c63d52d21265bda8774dfb9d5b24b87b067e1457e94dcdce43803e4,0.755
-ri04Z7vwnc$_$0,passed,67,28,0,0,0,28,0,0.0,2.7110444444444446,0.0,2.7110444444444446,0.12512222222222258,0,-0.09595555555555535,0.0,0.0,结果/07_FaceLandmarker52/逐样本/-ri04Z7vwnc$_$0.npz,4b9de7a53f91a7c6d30f8778ec600dcef39f069febfeafbcfeb2822908079753,0.213
-ri04Z7vwnc$_$2,passed,143,60,21,0,21,39,0,0.0,5.9642888888888885,0.0,5.9642888888888885,0.12513333333333376,0,-0.0627111111111116,0.0,0.0,结果/07_FaceLandmarker52/逐样本/-ri04Z7vwnc$_$2.npz,4457ce84222ad744f6ac3b254f51430b5d6384b01ddc907c002be9d05f006c04,0.555
-ri04Z7vwnc$_$5,passed,83,35,35,0,35,0,0,0.0,3.4618,0.0,3.4618,0.12513333333333376,0,-0.08319999999999972,0.0,0.0,结果/07_FaceLandmarker52/逐样本/-ri04Z7vwnc$_$5.npz,658523f23ce0b9483aae392092f92af19441e01816401c7cce29cee495b7d82f,0.557
-s9qJ7ATP7w$_$1,passed,140,48,45,0,45,3,0,0.0,4.733333333333333,0.0,4.733333333333333,0.13333333333333375,0,-0.05865866666666619,0.0,0.0,结果/07_FaceLandmarker52/逐样本/-s9qJ7ATP7w$_$1.npz,19e73e91bc1d9a8eab602ca2ae50c1587f33dd5f1d8ed1489b25de461c1fac01,0.92
-s9qJ7ATP7w$_$0,passed,204,69,68,0,68,1,0,0.0,6.833333333333333,0.0,6.833333333333333,0.13333333333333286,1,0.033333333333333215,0.0,0.0,结果/07_FaceLandmarker52/逐样本/-s9qJ7ATP7w$_$0.npz,a5dddc2aeab433dc5becb0ea6002cd2fb67ad1482424b80bd4f41b43088a5748,0.988
-s9qJ7ATP7w$_$5,passed,253,85,84,0,84,1,0,0.0,8.5,0.0,8.5,0.1999999999999993,0,-0.061002999999999474,0.0,0.0,结果/07_FaceLandmarker52/逐样本/-s9qJ7ATP7w$_$5.npz,0a0339160e300fda67dea980f002deedcfdee1a4699a90e294a3407d71ede82c,1.305
-s9qJ7ATP7w$_$4,passed,129,44,29,0,29,15,0,0.0,4.366666666666666,0.0,4.366666666666666,0.16666666666666607,0,-0.06035133333333409,0.0,0.0,结果/07_FaceLandmarker52/逐样本/-s9qJ7ATP7w$_$4.npz,afae5a7950c8b843b5fc2c54aab7f96666859b8f6f3fd092e33b1b8e9805e2cd,0.566
-s9qJ7ATP7w$_$7,passed,207,70,40,0,40,30,0,0.0,6.9,0.0,6.9,0.10000000000000053,0,-0.06601599999999941,0.0,0.0,结果/07_FaceLandmarker52/逐样本/-s9qJ7ATP7w$_$7.npz,31a786bca883ab17b0351b71a74b5dda8b881960ab3d69c129350b3213440a0f,1.015
-s9qJ7ATP7w$_$6,passed,71,25,19,0,19,6,0,0.0,2.433333333333333,0.0,2.433333333333333,0.1333333333333333,0,-0.04166666666666696,0.0,0.0,结果/07_FaceLandmarker52/逐样本/-s9qJ7ATP7w$_$6.npz,e7f8d61b3a3f2f564e0569e0902f18c2be0cf1ad9f42363dc6310377ede2622a,0.464
-s9qJ7ATP7w$_$8,passed,97,33,33,0,33,0,0,0.0,3.2333333333333334,0.0,3.2333333333333334,0.1333333333333333,0,-0.061653666666666496,0.0,0.0,结果/07_FaceLandmarker52/逐样本/-s9qJ7ATP7w$_$8.npz,ae9f3c068b388a549ca424fa1e4794a5829b2dc115db970ebd51b29097afb2f0,0.574
-yRb-Jum7EQ$_$1,passed,875,293,282,47,235,11,0,0.0,29.233333333333334,0.0,29.233333333333334,0.13333333333333286,0,-0.054687666666666246,0.0,0.0,结果/07_FaceLandmarker52/逐样本/-yRb-Jum7EQ$_$1.npz,c196d05f91f0c302ef6a8475e3a3362f1e5bd21fcc9f1406d5ad3c060054546e,4.618
-yRb-Jum7EQ$_$5,passed,394,132,132,0,132,0,0,0.0,13.133333333333333,0.0,13.133333333333333,0.13333333333333286,0,-0.035676666666667245,0.0,0.0,结果/07_FaceLandmarker52/逐样本/-yRb-Jum7EQ$_$5.npz,88082a11d9fd9ba7a9695b3e588a6bcd168f78230a8572363a6cc6970d849ce0,1.843
-yRb-Jum7EQ$_$6,passed,336,112,112,0,112,0,0,0.0,11.1,0.0,11.1,0.10000000000000142,0,-0.12597700000000067,0.0,0.0,结果/07_FaceLandmarker52/逐样本/-yRb-Jum7EQ$_$6.npz,c0b24f61661554df35c17de535216c74056621ca83bc2d45fea3fb531e0f647f,1.72
