sample_id,comparison_operation,official_token_index,official_token,whisper_token_index,whisper_token,critical_token_difference,whisper_start_time_wav_s,whisper_end_time_wav_s,whisper_start_time_source_s,whisper_end_time_source_s,whisper_time_automatic_flags,timestamp_comparison_note
-dxfTGcXJoc$_$1,substitution,3,10th,3,tenth,True,0.76,0.98,0.76,0.98,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$1,match,4,straight,4,straight,False,0.98,1.36,0.98,1.36,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$1,match,5,year,5,year,False,1.36,1.84,1.36,1.84,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$1,match,6,some,6,some,False,2.28,2.52,2.28,2.52,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$1,match,7,of,7,of,False,2.52,2.72,2.52,2.72,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$1,match,8,Kentucky's,8,Kentucky's,False,2.72,3.28,2.72,3.28,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$1,match,9,best,9,best,False,3.28,3.64,3.28,3.64,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$1,match,10,and,10,and,False,3.64,4.0,3.64,4.0,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$1,match,11,most,11,most,False,4.0,4.26,4.0,4.26,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$1,match,12,innovative,12,innovative,False,4.26,4.86,4.26,4.86,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$1,match,13,biotech,13,biotech,False,4.86,5.28,4.86,5.28,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$1,match,14,companies,14,companies,False,5.28,5.9,5.28,5.9,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$1,match,15,and,15,and,False,5.9,6.16,5.9,6.16,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$1,match,16,technologies,16,technologies,False,6.16,6.84,6.16,6.84,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$1,match,17,were,17,were,False,6.84,7.46,6.84,7.46,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$1,match,18,on,18,on,False,7.46,7.76,7.46,7.76,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$1,match,19,display,19,display,False,7.76,8.32,7.76,8.32,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$1,match,20,at,20,at,False,8.32,8.74,8.32,8.74,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$1,match,21,the,21,the,False,8.74,8.94,8.74,8.94,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$1,match,22,annual,22,annual,False,8.94,9.4,8.94,9.4,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$1,match,23,BIO,23,Bio,False,9.4,9.92,9.4,9.92,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$1,match,24,International,24,International,False,9.92,10.62,9.92,10.62,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$1,match,25,Convention,25,Convention,False,10.62,11.14,10.62,11.14,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$1,match,26,which,26,which,False,11.74,12.04,11.74,12.04,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$1,match,27,I,27,I,False,12.04,12.44,12.04,12.44,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$1,match,28,and,28,and,False,12.44,12.66,12.44,12.66,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$1,match,29,other,29,other,False,12.66,12.94,12.66,12.94,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$1,match,30,state,30,state,False,12.94,13.18,12.94,13.18,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$1,match,31,officials,31,officials,False,13.18,13.58,13.18,13.58,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$1,match,32,attended,32,attended,False,13.58,14.02,13.58,14.02,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$1,match,33,this,33,this,False,14.02,14.32,14.02,14.32,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$1,match,34,week,34,week,False,14.32,14.6,14.32,14.6,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$1,match,35,in,35,in,False,14.6,14.94,14.6,14.94,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$1,match,36,Chicago,36,Chicago,False,14.94,15.28,14.94,15.28,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$0,match,1,This,1,This,False,0.0,0.68,0.0,0.68,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$0,match,2,is,2,is,False,0.68,0.9,0.68,0.9,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$0,match,3,Governor,3,Governor,False,0.9,1.14,0.9,1.14,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$0,match,4,Steve,4,Steve,False,1.14,1.52,1.14,1.52,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$0,match,5,Beshear,5,Beshear,False,1.52,2.08,1.52,2.08,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$0,match,6,About,6,About,False,2.56,2.82,2.56,2.82,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$0,match,7,Kentucky,7,Kentucky,False,2.82,3.4,2.82,3.4,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$0,match,8,Our,8,Our,False,4.36,4.54,4.36,4.54,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$0,match,9,state,9,state,False,4.54,4.84,4.54,4.84,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$0,match,10,is,10,is,False,4.84,5.08,4.84,5.08,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$0,match,11,home,11,home,False,5.08,5.36,5.08,5.36,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$0,match,12,to,12,to,False,5.36,5.64,5.36,5.64,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$0,match,13,more,13,more,False,5.64,5.84,5.64,5.84,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$0,match,14,than,14,than,False,5.84,6.1,5.84,6.1,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$0,match,15,1,15,1,False,6.1,6.32,6.1,6.32,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$0,match,16,500,16,500,False,6.32,6.8,6.32,6.8,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$0,match,17,bioscience,17,bioscience,False,6.8,8.02,6.8,8.02,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$0,match,18,and,18,and,False,8.02,8.34,8.02,8.34,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$0,insertion_whisper,,,19,life,False,8.34,8.64,8.34,8.64,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$0,substitution,19,lifescience,20,science,False,8.64,9.02,8.64,9.02,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$0,match,20,companies,21,companies,False,9.02,9.4,9.02,9.4,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$0,match,21,and,22,and,False,10.0,10.16,10.0,10.16,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$0,match,22,more,23,more,False,10.16,10.34,10.16,10.34,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$0,match,23,than,24,than,False,10.34,10.54,10.34,10.54,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$0,match,24,100,25,100,False,10.54,10.98,10.54,10.98,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$0,match,25,000,26,000,False,10.98,11.46,10.98,11.46,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$0,match,26,people,27,people,False,11.46,11.82,11.46,11.82,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$0,match,27,who,28,who,False,11.82,12.18,11.82,12.18,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$0,match,28,work,29,work,False,12.18,12.38,12.18,12.38,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$0,match,29,for,30,for,False,12.38,12.58,12.38,12.58,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$0,match,30,these,31,these,False,12.58,12.78,12.58,12.78,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$0,match,31,firms,32,firms,False,12.78,13.08,12.78,13.08,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$0,match,32,in,33,in,False,13.8,14.02,13.8,14.02,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$0,match,33,areas,34,areas,False,14.02,14.44,14.02,14.44,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$0,match,34,from,35,from,False,14.44,14.9,14.44,14.9,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$0,match,35,nutrigenomics,36,nutrigenomics,False,14.9,16.0,14.9,16.0,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$0,match,36,and,37,and,False,16.0,16.36,16.0,16.36,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$0,match,37,pharmaceuticals,38,pharmaceuticals,False,16.36,17.46,16.36,17.46,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$0,match,38,to,39,to,False,17.46,17.74,17.46,17.74,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$0,match,39,nanotechnology,40,nanotechnology,False,17.74,18.52,17.74,18.52,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$0,match,40,and,41,and,False,18.52,18.9,18.52,18.9,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$0,match,41,medical,42,medical,False,18.9,19.2,18.9,19.2,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$0,match,42,devices,43,devices,False,19.2,19.7,19.2,19.7,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$0,insertion_whisper,,,44,For,False,19.7,20.02,19.7,20.02,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$0,insertion_whisper,,,45,more,False,20.02,20.02,20.02,20.02,nonpositive_duration,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$0,insertion_whisper,,,46,information,False,20.02,20.02,20.02,20.02,nonpositive_duration,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$0,insertion_whisper,,,47,visit,False,20.02,20.34,20.02,20.34,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$0,insertion_whisper,,,48,www,False,20.34,20.34,20.34,20.34,nonpositive_duration,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$0,insertion_whisper,,,49,fema,False,20.34,20.34,20.34,20.34,nonpositive_duration,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$0,insertion_whisper,,,50,gov,False,20.34,20.38,20.34,20.38,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$2,match,1,An,1,An,False,0.0,0.62,0.0,0.62,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$2,match,2,estimated,2,estimated,False,0.62,1.16,0.62,1.16,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$2,match,3,20,3,20,False,1.16,1.64,1.16,1.64,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$2,match,4,000,4,000,False,1.64,2.28,1.64,2.28,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$2,match,5,biotech,5,biotech,False,2.28,2.82,2.28,2.82,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$2,match,6,scientists,6,scientists,False,2.82,3.52,2.82,3.52,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$2,match,7,executives,7,executives,False,3.9,4.28,3.9,4.28,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$2,match,8,and,8,and,False,4.82,4.88,4.82,4.88,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$2,match,9,industry,9,industry,False,4.88,5.42,4.88,5.42,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$2,match,10,experts,10,experts,False,5.42,5.92,5.42,5.92,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$2,match,11,from,11,from,False,5.92,6.54,5.92,6.54,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$2,match,12,more,12,more,False,6.54,6.74,6.54,6.74,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$2,match,13,than,13,than,False,6.74,6.94,6.74,6.94,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$2,match,14,50,14,50,False,6.94,7.22,6.94,7.22,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$2,match,15,nations,15,nations,False,7.22,7.7,7.22,7.7,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$2,match,16,were,16,were,False,7.7,8.2,7.7,8.2,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$2,match,17,at,17,at,False,8.2,8.48,8.2,8.48,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$2,match,18,the,18,the,False,8.48,8.66,8.48,8.66,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$2,match,19,BIO,19,bio,False,8.66,8.9,8.66,8.9,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$2,match,20,conference,20,conference,False,8.9,9.4,8.9,9.4,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$2,match,21,to,21,to,False,9.4,9.74,9.4,9.74,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$2,match,22,learn,22,learn,False,9.74,10.0,9.74,10.0,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$2,match,23,about,23,about,False,10.0,10.38,10.0,10.38,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$2,match,24,the,24,the,False,10.38,10.56,10.38,10.56,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$2,match,25,latest,25,latest,False,10.56,10.84,10.56,10.84,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$2,match,26,scientific,26,scientific,False,10.84,11.38,10.84,11.38,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$2,match,27,advances,27,advances,False,11.38,11.98,11.38,11.98,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$2,match,28,and,28,and,False,11.98,12.64,11.98,12.64,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$2,match,29,to,29,to,False,12.64,12.76,12.64,12.76,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$2,match,30,exchange,30,exchange,False,12.76,13.26,12.76,13.26,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$2,match,31,ideas,31,ideas,False,13.26,13.78,13.26,13.78,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$2,match,32,and,32,and,False,13.78,14.3,13.78,14.3,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$2,match,33,establish,33,establish,False,14.3,14.7,14.3,14.7,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$2,match,34,business,34,business,False,14.7,15.18,14.7,15.18,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$2,match,35,relationships,35,relationships,False,15.18,15.84,15.18,15.84,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$6,match,1,Kentucky's,1,Kentucky's,False,0.0,0.94,0.0,0.94,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$6,match,2,participation,2,participation,False,0.94,1.54,0.94,1.54,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$6,match,3,at,3,at,False,1.54,1.98,1.54,1.98,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$6,match,4,the,4,the,False,1.98,2.16,1.98,2.16,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$6,match,5,annual,5,annual,False,2.16,2.62,2.16,2.62,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$6,match,6,BIO,6,Bio,False,2.62,2.98,2.62,2.98,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$6,match,7,International,7,International,False,2.98,3.6,2.98,3.6,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$6,match,8,Convention,8,Convention,False,3.6,4.08,3.6,4.08,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$6,match,9,is,9,is,False,4.08,4.9,4.08,4.9,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$6,match,10,the,10,the,False,4.9,5.14,4.9,5.14,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$6,match,11,primary,11,primary,False,5.14,5.56,5.14,5.56,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$6,match,12,means,12,means,False,5.56,6.1,5.56,6.1,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$6,match,13,by,13,by,False,6.1,6.4,6.1,6.4,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$6,match,14,which,14,which,False,6.4,6.72,6.4,6.72,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$6,match,15,our,15,our,False,6.72,7.12,6.72,7.12,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$6,match,16,high,16,high,False,7.12,7.38,7.12,7.38,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$6,match,17,tech,17,tech,False,7.38,7.62,7.38,7.62,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$6,match,18,companies,18,companies,False,7.62,8.1,7.62,8.1,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$6,match,19,and,19,and,False,8.1,8.36,8.1,8.36,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$6,match,20,institutions,20,institutions,False,8.36,8.9,8.36,8.9,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$6,match,21,can,21,can,False,8.9,9.52,8.9,9.52,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$6,match,22,reach,22,reach,False,9.52,9.8,9.52,9.8,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$6,match,23,out,23,out,False,9.8,10.12,9.8,10.12,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$6,match,24,to,24,to,False,10.12,10.38,10.12,10.38,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$6,match,25,the,25,the,False,10.38,10.52,10.38,10.52,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$6,match,26,global,26,global,False,10.52,10.82,10.52,10.82,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$6,match,27,scientific,27,scientific,False,10.82,11.4,10.82,11.4,,Whisper估计时间；原文词时间待MFA步骤
-dxfTGcXJoc$_$6,match,28,community,28,community,False,11.4,11.9,11.4,11.9,,Whisper估计时间；原文词时间待MFA步骤
-egA8-b7-3M$_$26,insertion_whisper,,,1,We,False,0.0,0.6,0.0,0.6,,Whisper估计时间；原文词时间待MFA步骤
-egA8-b7-3M$_$26,substitution,1,We're,2,are,False,0.6,0.7,0.6,0.7,,Whisper估计时间；原文词时间待MFA步骤
-egA8-b7-3M$_$26,match,2,updating,3,updating,False,0.7,1.08,0.7,1.08,,Whisper估计时间；原文词时间待MFA步骤
-egA8-b7-3M$_$26,match,3,it,4,it,False,1.08,1.3,1.08,1.3,,Whisper估计时间；原文词时间待MFA步骤
-egA8-b7-3M$_$26,match,4,all,5,all,False,1.3,1.52,1.3,1.52,,Whisper估计时间；原文词时间待MFA步骤
-egA8-b7-3M$_$26,match,5,the,6,the,False,1.52,1.68,1.52,1.68,,Whisper估计时间；原文词时间待MFA步骤
-egA8-b7-3M$_$26,match,6,time,7,time,False,1.68,2.04,1.68,2.04,,Whisper估计时间；原文词时间待MFA步骤
-egA8-b7-3M$_$26,match,7,and,8,and,False,2.04,2.58,2.04,2.58,,Whisper估计时间；原文词时间待MFA步骤
-egA8-b7-3M$_$26,match,8,looking,9,looking,False,2.58,2.86,2.58,2.86,,Whisper估计时间；原文词时间待MFA步骤
-egA8-b7-3M$_$26,match,9,forward,10,forward,False,2.86,3.18,2.86,3.18,,Whisper估计时间；原文词时间待MFA步骤
-egA8-b7-3M$_$26,match,10,to,11,to,False,3.18,3.48,3.18,3.48,,Whisper估计时间；原文词时间待MFA步骤
-egA8-b7-3M$_$26,match,11,your,12,your,False,3.48,3.7,3.48,3.7,,Whisper估计时间；原文词时间待MFA步骤
-egA8-b7-3M$_$26,match,12,comments,13,comments,False,3.7,4.12,3.7,4.12,,Whisper估计时间；原文词时间待MFA步骤
-egA8-b7-3M$_$26,match,13,on,14,on,False,4.12,4.54,4.12,4.54,,Whisper估计时间；原文词时间待MFA步骤
-egA8-b7-3M$_$26,match,14,our,15,our,False,4.54,4.68,4.54,4.68,,Whisper估计时间；原文词时间待MFA步骤
-egA8-b7-3M$_$26,match,15,videos,16,videos,False,4.68,5.06,4.68,5.06,,Whisper估计时间；原文词时间待MFA步骤
-egA8-b7-3M$_$17,match,1,As,1,As,False,0.0,0.7,0.0,0.7,,Whisper估计时间；原文词时间待MFA步骤
-egA8-b7-3M$_$17,match,2,you,2,you,False,0.7,0.88,0.7,0.88,,Whisper估计时间；原文词时间待MFA步骤
-egA8-b7-3M$_$17,match,3,have,3,have,False,0.88,1.1,0.88,1.1,,Whisper估计时间；原文词时间待MFA步骤
-egA8-b7-3M$_$17,match,4,more,4,more,False,1.1,1.34,1.1,1.34,,Whisper估计时间；原文词时间待MFA步骤
-egA8-b7-3M$_$17,match,5,experience,5,experience,False,1.34,2.02,1.34,2.02,,Whisper估计时间；原文词时间待MFA步骤
-egA8-b7-3M$_$17,match,6,you,6,you,False,3.24,3.32,3.24,3.32,,Whisper估计时间；原文词时间待MFA步骤
-egA8-b7-3M$_$17,match,7,have,7,have,False,3.32,3.5,3.32,3.5,,Whisper估计时间；原文词时间待MFA步骤
-egA8-b7-3M$_$17,match,8,more,8,more,False,3.5,3.76,3.5,3.76,,Whisper估计时间；原文词时间待MFA步骤
-egA8-b7-3M$_$17,match,9,times,9,times,False,3.76,4.14,3.76,4.14,,Whisper估计时间；原文词时间待MFA步骤
-egA8-b7-3M$_$17,match,10,exhibiting,10,exhibiting,False,4.14,4.7,4.14,4.7,,Whisper估计时间；原文词时间待MFA步骤
-egA8-b7-3M$_$17,match,11,you,11,you,False,5.16,5.36,5.16,5.36,,Whisper估计时间；原文词时间待MFA步骤
-egA8-b7-3M$_$17,match,12,get,12,get,False,5.36,5.52,5.36,5.52,,Whisper估计时间；原文词时间待MFA步骤
-egA8-b7-3M$_$17,match,13,to,13,to,False,5.52,5.66,5.52,5.66,,Whisper估计时间；原文词时间待MFA步骤
-egA8-b7-3M$_$17,match,14,know,14,know,False,5.66,5.86,5.66,5.86,,Whisper估计时间；原文词时间待MFA步骤
-egA8-b7-3M$_$17,match,15,more,15,more,False,5.86,6.08,5.86,6.08,,Whisper估计时间；原文词时间待MFA步骤
-egA8-b7-3M$_$17,match,16,people,16,people,False,6.08,6.42,6.08,6.42,,Whisper估计时间；原文词时间待MFA步骤
-egA8-b7-3M$_$18,match,1,It,1,It,False,0.0,0.62,0.0,0.62,,Whisper估计时间；原文词时间待MFA步骤
-egA8-b7-3M$_$18,match,2,becomes,2,becomes,False,0.62,1.04,0.62,1.04,,Whisper估计时间；原文词时间待MFA步骤
-egA8-b7-3M$_$18,match,3,easier,3,easier,False,1.04,1.7,1.04,1.7,,Whisper估计时间；原文词时间待MFA步骤
-egA8-b7-3M$_$18,match,4,at,4,at,False,1.7,2.04,1.7,2.04,,Whisper估计时间；原文词时间待MFA步骤
-egA8-b7-3M$_$18,match,5,each,5,each,False,2.04,2.28,2.04,2.28,,Whisper估计时间；原文词时间待MFA步骤
-egA8-b7-3M$_$18,match,6,one,6,one,False,2.28,2.54,2.28,2.54,,Whisper估计时间；原文词时间待MFA步骤
-egA8-b7-3M$_$18,match,7,of,7,of,False,2.54,2.68,2.54,2.68,,Whisper估计时间；原文词时间待MFA步骤
-egA8-b7-3M$_$18,match,8,these,8,these,False,2.68,2.86,2.68,2.86,,Whisper估计时间；原文词时间待MFA步骤
-egA8-b7-3M$_$18,match,9,conferences,9,conferences,False,2.86,3.42,2.86,3.42,,Whisper估计时间；原文词时间待MFA步骤
-egA8-b7-3M$_$18,match,10,to,10,to,False,3.42,4.22,3.42,4.22,,Whisper估计时间；原文词时间待MFA步骤
-egA8-b7-3M$_$18,match,11,connect,11,connect,False,4.22,4.54,4.22,4.54,,Whisper估计时间；原文词时间待MFA步骤
-egA8-b7-3M$_$18,match,12,with,12,with,False,4.54,4.78,4.54,4.78,,Whisper估计时间；原文词时间待MFA步骤
-egA8-b7-3M$_$18,match,13,people,13,people,False,4.78,5.12,4.78,5.12,,Whisper估计时间；原文词时间待MFA步骤
-egA8-b7-3M$_$18,match,14,that,14,that,False,5.12,5.36,5.12,5.36,,Whisper估计时间；原文词时间待MFA步骤
-egA8-b7-3M$_$18,match,15,you've,15,you've,False,5.36,5.62,5.36,5.62,,Whisper估计时间；原文词时间待MFA步骤
-egA8-b7-3M$_$18,match,16,met,16,met,False,5.62,5.88,5.62,5.88,,Whisper估计时间；原文词时间待MFA步骤
-egA8-b7-3M$_$18,match,17,or,17,or,False,5.88,6.5,5.88,6.5,,Whisper估计时间；原文词时间待MFA步骤
-egA8-b7-3M$_$18,match,18,that,18,that,False,6.5,6.68,6.5,6.68,,Whisper估计时间；原文词时间待MFA步骤
-egA8-b7-3M$_$18,match,19,you're,19,you're,False,6.68,6.84,6.68,6.84,,Whisper估计时间；原文词时间待MFA步骤
-egA8-b7-3M$_$18,match,20,doing,20,doing,False,6.84,7.06,6.84,7.06,,Whisper估计时间；原文词时间待MFA步骤
-egA8-b7-3M$_$18,match,21,business,21,business,False,7.06,7.44,7.06,7.44,,Whisper估计时间；原文词时间待MFA步骤
-egA8-b7-3M$_$18,match,22,with,22,with,False,7.44,7.78,7.44,7.78,,Whisper估计时间；原文词时间待MFA步骤
-egA8-b7-3M$_$16,match,1,Third,1,Third,False,0.0,0.74,0.0,0.74,,Whisper估计时间；原文词时间待MFA步骤
-egA8-b7-3M$_$16,match,2,another,2,another,False,0.98,1.16,0.98,1.16,,Whisper估计时间；原文词时间待MFA步骤
