sample_id,wav_duration_s,wav_sample_count,wav_sha256,audio_start_offset_s,frame_count,feature_dimensions,frame_hop_s,last_frame_center_wav_s,f0_voiced_frame_count,f0_voiced_frame_fraction,nonzero_voicing_probability_frame_count,sample_rms,feature_file,feature_file_sha256,status
-6rXp3zJ3kc$_$8,12.738,203808,d2f46b158f724d384d905f1a59776d959373db967b7a04be27c4cc1b8f0f8f68,0.0,1274,74,0.01,12.73,1015,0.7967032967032966,1274,0.05020617162975094,结果/06_Librosa74/逐样本/-6rXp3zJ3kc$_$8.npz,870d654941b43809411f18676c54e44944339212e2e9a9f99d6bb76be5283c35,passed
-9y-fZ3swSY$_$0,6.757,108112,7eef60cbf8382322bf1063ced81c56029aca20f5e8b29b3dfed8bb404714107d,0.0,676,74,0.01,6.75,547,0.8091715976331361,676,0.06376028653233647,结果/06_Librosa74/逐样本/-9y-fZ3swSY$_$0.npz,0a1ca51e283c3bf9e53a5fad713b10a924f138d977525ae0f68dcc59434a60b8,passed
-9y-fZ3swSY$_$4,2.6648125,42637,5113150bd488b5991fcc329335318f6568e8b0811d307815eda52d72e92e560d,0.0,267,74,0.01,2.66,149,0.5580524344569289,267,0.06422053870185496,结果/06_Librosa74/逐样本/-9y-fZ3swSY$_$4.npz,a68a2223ab72954e5ee2b80e7e070c3437a143604af9d13026eaad4eca0cc828,passed
-9y-fZ3swSY$_$8,4.917,78672,9d25f0dbca5bcef8bf21a04a051c91012075e51337dc2b0b3f2a85314843ae2e,0.0,492,74,0.01,4.91,326,0.6626016260162602,492,0.06432955396566674,结果/06_Librosa74/逐样本/-9y-fZ3swSY$_$8.npz,274364425ddb34d89dc695d73c7d8d7ab1ba75c593d334e80c7391beba2e50e9,passed
-AUZQgSxyPQ$_$2,22.4045625,358473,8fde0beaf541b2c8902b1aa250efff67e465db3bd3424f1b765ed695f3341821,0.0,2241,74,0.01,22.400000000000002,871,0.3886657742079429,2241,0.07195868672742245,结果/06_Librosa74/逐样本/-AUZQgSxyPQ$_$2.npz,6b8c47358b9e3e059818f12d84e8dff2d30bb2177c35bda95757e322b65315ab,passed
-HeZS2-Prhc$_$2,8.150875,130414,c94bcbd7582b1785570ea36a897625087760db4a5e64ef7b811517fc098c4fd8,0.0,816,74,0.01,8.15,561,0.6875,816,0.04154397758937909,结果/06_Librosa74/逐样本/-HeZS2-Prhc$_$2.npz,181b7c477289556389615b5ab913f0dc11e3df812ae3ffe5d8d9e2ebd411b440,passed
-MeTTeMJBNc$_$0,9.218,147488,76b07be7e0728143032ae5a103352023325da3e2216521385788b663e30d2cdb,0.0,922,74,0.01,9.21,418,0.45336225596529284,919,0.040249919517698934,结果/06_Librosa74/逐样本/-MeTTeMJBNc$_$0.npz,fc7f64705c82cbff348df81538bc9267670c3c82e3dc08eb9a74b51f2cce0616,passed
-MeTTeMJBNc$_$13,5.255,84080,a63ac2114b0c624997cfad82368961f4424ba51923c0d30118e1f18ab12be6eb,0.0,526,74,0.01,5.25,255,0.4847908745247148,526,0.034730425672666376,结果/06_Librosa74/逐样本/-MeTTeMJBNc$_$13.npz,2052e508117883dbe78a8c7e6d2857897e962f0b0b9b81b68221b74b0d0e726d,passed
-MeTTeMJBNc$_$7,10.4113125,166581,2a9dd82f6d517b5a56a558b70b20b1c5c4de1716cd14165c58f5d3677ec823a8,0.0,1042,74,0.01,10.41,739,0.7092130518234165,1042,0.03429963672798323,结果/06_Librosa74/逐样本/-MeTTeMJBNc$_$7.npz,14c1de2cbba9bb3784ff6b1fdfb9a6463c5721ac97220a2fe8f6884fa40d0801,passed
-RfYyzHpjk4$_$11,5.074,81184,a7e25762646fda57ac8acd49c47abcdef4e803983c96efbdff4842e82029aadf,0.0,508,74,0.01,5.07,390,0.7677165354330708,508,0.017495122345737496,结果/06_Librosa74/逐样本/-RfYyzHpjk4$_$11.npz,a1269bdcef37a438ad6b4e33106ec822b73ff4b4a26949163a415add40aad5a9,passed
-RfYyzHpjk4$_$8,4.532,72512,0a41edba155888cb5c46c183880cca53e46fdff70a7120519696d4df5c30d064,0.0,454,74,0.01,4.53,320,0.7048458149779736,454,0.012640934135237217,结果/06_Librosa74/逐样本/-RfYyzHpjk4$_$8.npz,684b33e6e19044cf994c0f59ed5135500e5b1f141c96f4329cb682b68a548edd,passed
-RfYyzHpjk4$_$2,5.3918125,86269,6ab75f2d56b718e989b261aaa1ba1255d0fb364ae33fa9b3d8875aead88fc8a4,0.0,540,74,0.01,5.39,439,0.812962962962963,540,0.023723663278627658,结果/06_Librosa74/逐样本/-RfYyzHpjk4$_$2.npz,58c84ec1427637ba91b56278c424e15311b16d94aef7ff60056fc7708c4b6379,passed
-UUCSKoHeMA$_$0,7.732,123712,da0d4d2fb00270ea66329a944c05facb768877ae7c23755e1d9dc7051235439b,0.0,774,74,0.01,7.73,546,0.7054263565891473,770,0.021675566443097708,结果/06_Librosa74/逐样本/-UUCSKoHeMA$_$0.npz,e868bd2c3a994158953693c04f218531c57b2362e0b4362806d5a61b017eb107,passed
-ri04Z7vwnc$_$0,2.763,44208,cdf137a97bbd3d384e62b9a09c813430e431d885ebe29e1cfdf4070afb54db84,0.0,277,74,0.01,2.7600000000000002,225,0.8122743682310469,277,0.17731512531587718,结果/06_Librosa74/逐样本/-ri04Z7vwnc$_$0.npz,c979efe83b450995033b8370129b7703687f6275af4d9d32299510be6cb0944d,passed
-ri04Z7vwnc$_$2,5.913375,94614,ae337a607ca5cccc61d65ad7e462654b16b7a76f66d646bddf5f08cbcd91516e,0.0,592,74,0.01,5.91,403,0.6807432432432432,592,0.17041348424266237,结果/06_Librosa74/逐样本/-ri04Z7vwnc$_$2.npz,7b34b219212a59764048f640ba89a857fb536134b3451a238b365c42e5d268db,passed
-ri04Z7vwnc$_$5,3.43975,55036,856538388677ba52f9e919c93933bf2bafcb091f8f589aae74a378f89da3e7c9,0.0,344,74,0.01,3.43,173,0.502906976744186,344,0.04197785478676973,结果/06_Librosa74/逐样本/-ri04Z7vwnc$_$5.npz,63f639bbbf2d45bdf4d2ecbccb72350eb889f88b4c2c82872ba45006ab038d65,passed
-s9qJ7ATP7w$_$1,4.6438125,74301,2a8179b8bc2a84aa4ccf2e6409d1ba4c626597e8bacc2b1169fd756827475c09,0.0,465,74,0.01,4.64,276,0.5935483870967742,465,0.08433394383883645,结果/06_Librosa74/逐样本/-s9qJ7ATP7w$_$1.npz,55f228965f81b053fbf7fe2ac73ec3dda6affc0f33f90d0c332bb4ee630d0769,passed
-s9qJ7ATP7w$_$0,6.71,107360,320d107e24ba59414b51f66e071801d8c79368686696d71daa16cfc3e62456e8,0.0,671,74,0.01,6.7,529,0.7883755588673621,671,0.09056110472436972,结果/06_Librosa74/逐样本/-s9qJ7ATP7w$_$0.npz,f7a86bf327ce97a0b3892afaa23f56190d5d7e1a97f21f26cc5c985f46ffff08,passed
-s9qJ7ATP7w$_$5,8.397875,134366,d2a0a2310b9fcbf4129fb137f86e42fc7c8400c8d4f144e75f2e2524319ca088,0.0,840,74,0.01,8.39,592,0.7047619047619048,840,0.0897486500371272,结果/06_Librosa74/逐样本/-s9qJ7ATP7w$_$5.npz,4af428e7291f1ab4343b2079dc426b0c10b421714372460ecbbc008de464aa57,passed
-s9qJ7ATP7w$_$4,4.246875,67950,490644fc7ad0f025d1db35d46c873fbd2cc3f701c90dae7f7b20985bd37fc293,0.0,425,74,0.01,4.24,304,0.7152941176470589,425,0.1022755824752743,结果/06_Librosa74/逐样本/-s9qJ7ATP7w$_$4.npz,bd002da60a7993e66c6943ea63559f0ae2d31027f2b67cbbb88879b593537689,passed
-s9qJ7ATP7w$_$7,6.8385625,109417,b132072e6809dcae21c71421dc75959909bc45aaac87efdf7d8635cec8ff8fe6,0.0,684,74,0.01,6.83,354,0.5175438596491229,684,0.07318879185712888,结果/06_Librosa74/逐样本/-s9qJ7ATP7w$_$7.npz,c0e808fe582f5b8dc6adb78a8c1cd2b09e0bc4409e7b613b9db5246470fb055f,passed
-s9qJ7ATP7w$_$6,2.3148125,37037,e68ab1c8db59480262bff00504d27a821237d046433c80b70e41c4981d7a355f,0.0,232,74,0.01,2.31,65,0.2801724137931034,232,0.07233661456910333,结果/06_Librosa74/逐样本/-s9qJ7ATP7w$_$6.npz,285d9d846027c3c3424ed32a37011afb0e592b01fc99166c1a919a7dc568dfe2,passed
-s9qJ7ATP7w$_$8,3.184,50944,c823adcf6ed8453ddbfc1349c059af0a9ac954ba8c129e86b40a653162b6f1d8,0.0,319,74,0.01,3.18,157,0.49216300940438873,319,0.09585928622402744,结果/06_Librosa74/逐样本/-s9qJ7ATP7w$_$8.npz,7410a7eab9ed0cccdcb17efc12dc854d26115d87a9df482e01d37283d6035506,passed
-yRb-Jum7EQ$_$1,29.109,465744,d353ca94fd37918b5c140db651fa3fed02eb2562d8b11fc4b92a76354d371172,0.0,2911,74,0.01,29.1,1877,0.6447956028856063,2911,0.011836241233971527,结果/06_Librosa74/逐样本/-yRb-Jum7EQ$_$1.npz,89b4ef59cac9774200cfc513a621ce86834298b18694656ec163aa1a32450240,passed
-yRb-Jum7EQ$_$5,13.044,208704,83235fa0b083581873692d6e9a3ea85c2ae1f3d5ac1019e75dd3e113fcc21b38,0.0,1305,74,0.01,13.040000000000001,786,0.6022988505747127,1305,0.018004488676661955,结果/06_Librosa74/逐样本/-yRb-Jum7EQ$_$5.npz,d55d223189ea11043072142048079a96551f406a617bea2409b47d9f66cee7c2,passed
-yRb-Jum7EQ$_$6,11.242,179872,c515db67652b946227a3ea156378730c805d7f15926aacb7d590dc5620c40940,0.0,1125,74,0.01,11.24,509,0.4524444444444444,1114,0.0160086799567654,结果/06_Librosa74/逐样本/-yRb-Jum7EQ$_$6.npz,13aa6c524fb991dc66db6d834f8749f12e7428610567b2ef1fd700e3b4034a00,passed
